,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,has_status_update,status_message,status_update_date
273,implemented,Mobile App Sort and Search,kelvin0mql,"Due to having a conservative bent about mobile bandwidth, I do all my music discovery, starring and playlist editing at the computer, then sync to mobile everything starred and a subset of playlists. Once truly mobile (i.e. away from WiFi, away from PC) I don't download any music. None. Zilch. The offline play is a HUGE feature to me. So - why so hard to search for a song that's already on the iPhone? If all I wanted was blind random shuffle, guess what I'd buy? An iPod shuffle (and I don't want one). No sort-by-artist. No sort-by-title. I need to the ability to search within what's already on the iPhone, NOT what's on the internet. You've made it rather difficult to find and play what I've already decided to sync-to-mobile. Please make it easy.",04:38 PM,‎2012-04-02,implemented,982,220,22,https://community.spotify.com/t5/Implemented-Ideas/Mobile-App-Sort-and-Search/idi-p/34441?search-action-id=347302541109&search-result-uid=34441,True,Hey guys. We've implemented this on Android but please feel free to pop over to this idea and vote on the search filtering for iOS.   http://community.spotify.com/t5/ideas/v2/ideapage/blog-id/ideaexchange/article-id/35576,We've
274,implemented,[All Platforms] Set Alarm to start Spotify,freddo,"Just thought it would be nice to wake up to a good song. Start the day off on a good beat. Looked through my PC, and to my suprise there was no alarm clock! What's the deal? Would it not be nice to be able to set a time for the music to start? Link a playlist, best of (maybe you're waiting for a song to come out?), Incorporate a timer into the alarm clock too. Would be cool. Just a thought....",10:59 PM,‎2012-04-01,implemented,3974,500,50,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Set-Alarm-to-start-Spotify/idi-p/34147?search-action-id=347302541109&search-result-uid=34147,True,"Updated on 2018-07-31 Hey, Over 3,600 of you told us you wanted to set an alarm with Spotify, and we listened! Spotify and the Clock app from Google™ will now offer the perfect soundtrack to start your day. Starting today 'July the 31st 2018', Spotify and Google are partnering to help both premium and free users on Android™ phones set their own unique alarms with music from Spotify’s 35 million track catalog. Setting a personal soundtrack to your waking moments has never been easier. For more info on this and on setting up your alarm, check out the blog here!If we have any info on this for other platforms in the future, we'll keep you updated here too.",2018-07-31
275,implemented,Starting a radio plays song you choose as base,bgmrk,"It's annoying that when i get to a song i'm feeling, and i right click and go to ""start radio"" the radio plays a different song then the one i choose. It would be great if spotify just went right into the radio without skipping or even pausing the current song. Then after that played a new song that sounds similar.",04:30 PM,‎2012-03-28,implemented,521,150,15,https://community.spotify.com/t5/Implemented-Ideas/Starting-a-radio-plays-song-you-choose-as-base/idi-p/31535?search-action-id=347302541109&search-result-uid=31535,True,"Updated: 2015-04-13 Hey guys, we're happy to say this is implemented for Premium users on any device, and Free users using a desktop or tablet.  Free users on mobile devices can shuffle songs and start radio stations, streaming on demand is still a Premium-only feature.  Thanks for all your feedback!   ",Hey
276,implemented,Spotify In Canada,bgmrk,"I would LOVE to see spotify in Canada, I have been using it via VPN, but sadly can't subscribe to it via credit card cause i'm under a canadian address, I know a bunch of people here would love to have access to Spotify!",04:17 PM,‎2012-03-28,implemented,153,40,4,https://community.spotify.com/t5/Implemented-Ideas/Spotify-In-Canada/idi-p/31525?search-action-id=347302541109&search-result-uid=31525,True,"2014-10-01 Hello Canada. Spotify here.  This week Canada become the fifty-eighth member of the Spotify family. From Vancouver to Montreal to St. John’s and everywhere in between, fans have immediate access to over 20 million songs at your fingertips  And a special occasion deserves a special playlist, O Canada! ",Canada.
277,implemented,Genres,abb0r,I think it would be a good idea if you can browse through the music catalogue by genre. (Clicking a genre should open a new page with popular/new releases of this genre to discover new music.),01:00 PM,‎2012-03-27,implemented,195,40,4,https://community.spotify.com/t5/Implemented-Ideas/Genres/idi-p/30589?search-action-id=347302541109&search-result-uid=30589,True,Hey guys! Within our Browse feature you can click 'GENRES & MOODS' which directs you to page filled with playlists for each genre or mood. We're going to go ahead and mark this one as Implemented. Thanks!   ,Within
278,implemented,Implement an actual shuffle function,RoninTheOrigina,"Yes, you read that right. The ""shuffle"" function in Spotify is nothing more than a randomizer. There's a difference? YES. RANDOM - Play one song. The next song can be ANY song in your playlist. Including the one you just listened to. Though I've never had this specifically happen, I literally just heard the same song that I heard 2 songs ago. This is how Spotify's ""shuffle"" currently functions. SHUFFLE - Take your entire list, shuffle them (like cards), and play the first song in the shuffle. Once finished, move that song off the pile. Once the pile is depleted, shuffle the deck again and start over (maybe pop a message up). I know enough about programming (not much) to know that shuffling is probably a bit harder than random, but come on. I may be in the minority, but I don't have a lot of little playlists. I have one list with nearly a thousand songs in it, because I like all the music, and am rarely not in the mood for one of those songs. But what I can't stand is hearing the same song over and over again. I think there may even be songs in my list I haven't heard yet, while I've heard others 4-5 times. I know it may not matter much, but I would probably lay down the money for at least a year subscription if this feature was implemented. EDIT: Another user pointed out that I can see what all is queued up in my shuffle by clicking the Play Queue link, and that Spotify supposedly sets up a rolling shuffle of 50 songs. It would be nice if this range could be expanded to say 50-100% of your playlist. EDIT 4/6/12: I just dealt with the same song 16 tracks later. The song played the first time yesterday afternoon. I went home, listened for a bit on my home PC (just a few songs), then started listening again this morning. If the list recycles itself after a day, or if you log in from another computer, I see that as an area for improvement.",03:25 PM,‎2012-03-22,implemented,1626,1890,189,https://community.spotify.com/t5/Implemented-Ideas/Implement-an-actual-shuffle-function/idi-p/27607?search-action-id=347302541109&search-result-uid=27607,True,"Updated: 2016-02-05 Hey folks, we have made some improvements to our shuffle algorithm that we are turning on as a default for all users. We'd love your feedback on how your shuffle experience changes after today (Feb 5, 2016). Thanks for your feedback, your comments are essential to helping us improve Spotify.    Update Aug 2018: Hi folks, it sounds like quite a few of you are experiencing only the top tracks in a playlist shuffling/ playing when using Connect. This has already been reported here.   We’ve given a transparent status there explaining there isn’t a current timeline for a fix. Please do leave a VOTE there if you’re experiencing the issue and a comment. We can then bring this information back internally to show the size of the issue for our users.   If however you are experiencing issues with Shuffle when not using Connect, please get back to us in this thread we've the questions we've listed and click +VOTE. Thank you!  ",Hey
279,implemented,[Connect] Needed functionality: Using Spotify UI to stream to Sonos,Dannemann,"Hello I am tired of being ""forced"" to use Sonos UI when streaming Spotify music to my stereo. It would be great if Spotify could could team up with Sonos and develop a feature enabling the Spotify UI to stream directly to the stereo via Sonos. I heard a lot of people having the same wish. That being said, Spotify really rocks 🙂 Regards /Jesper",09:13 AM,‎2012-03-21,implemented,380,100,10,https://community.spotify.com/t5/Implemented-Ideas/Connect-Needed-functionality-Using-Spotify-UI-to-stream-to-Sonos/idi-p/26675?search-action-id=347302541109&search-result-uid=26675,True,Updated: 2016-12-06We’re thrilled to announce that Sonos now supports Spotify Connect. Spotify Premium users can now control their Sonos straight from the Spotify app. Check out this blog post for more details. ,thrilled
280,implemented,Displaying album credits,Peppe,"I understand that including all album artwork is considered a premium feature, but at the same time, all people who participated in the making of an album should be credited for their work. Musicians, composers, producers, engineers and everybody involved - plus all the ""special thanks"" - people, deserve to be credited. This could be implemented by simply displaying the album credits in text form, along with the original front album cover and tracklist. No lyrics, pictures or bonus features, just the credits. Not linking, but displaying the credits along with the album front cover + tracklist by default, in all versions of Spotify. The complete album artwork could still be a Spotify Premium-feature, with this approach. This is not a feature for the listener - most people don't care much about songwriters or who plays bass on track five of this album, but from the perspective of the music creators, this is very important - their (ok, our) careers depend on these little things. Being associated with the music you've recorded (or written, engineered for et c) is still a very important part of building a career in this business.",08:02 PM,‎2012-03-17,implemented,502,170,17,https://community.spotify.com/t5/Implemented-Ideas/Displaying-album-credits/idi-p/24447?search-action-id=347302541109&search-result-uid=24447,True,"Updated on 2018-02-05 Hey folks! We’re very excited to announce the launch of the first iteration of Spotify’s new songwriter credits feature. Spotify users around the world can now view songwriter and producer credits for tracks on the desktop platform and on iOS. On desktop, simply right-click on a track and select “Show Credits” from the menu of options to view information on performers, songwriters and producers.   To read more about the information we're sharing please click here.   ",2018-02-05
281,implemented,[Music] Block / Hide / Blacklist Tracks or Artists,Viktor,"The Star feature should be complemented with a way to mark tracks as excluded. Those tracks would then be skipped even when included in the current playlist.This way the enjoyment of a good album wouldn't be disrupted by tracks you don't like, while the album in its entirety can still be kept in the playlist.The Anti-star can easily be implemented as a flipside to the regular star as they are mutually exclusive. Click the star once, the track becomes a favorite. Click again, the star icon changes to the anti-star and click a third time and either flag is gone.A no-brainer to me.",08:10 PM,‎2012-03-14,implemented,5069,1360,136,https://community.spotify.com/t5/Implemented-Ideas/Music-Block-Hide-Blacklist-Tracks-or-Artists/idi-p/22389?search-action-id=347302541109&search-result-uid=22389,True,"Updated on 2020-05-13 Hey, Thanks for coming to the Community Idea Exchange.We're marking this idea as 'Implemented'.The option 'Don't play this artist' is now available on iOS and Android. You can also find more info on hiding individual tracks from playlists or albums here. If we have any information about this on other platforms in the future, we'll report back!",2020-05-13
282,implemented,iPhone Media Library feature,maximusmmiv,"Spotify desperately needs a Media Library feature so that I can drill down through my library by artist, and then by album. Viewing my starred tracks as one giant 6,000+ song playlist is completely unmanageable. Right now, I'm making playlists of albums to work-around this, but it's obnoxious.",07:30 PM,‎2012-03-13,implemented,162,20,2,https://community.spotify.com/t5/Implemented-Ideas/iPhone-Media-Library-feature/idi-p/21575?search-action-id=347302541109&search-result-uid=21575,True,"Hello everyone. Spotify here. We've launched the Your Music feature which allows you to sort through your collection by Songs, Artists and Albums.    We've also added a nifty little feature which allows you to add your Starred list to your Collection. You can find out how to add your Starred list to Your Music here.   Check out our guide on adding songs and artists to Your Music here.    ",Spotify
283,implemented,Podcasts. Please? Help me move completely off of iTunes!,energetik,"Podcast support in the client would be amazing. I miss so much by focusing on Spotify and not iTunes, that I miss listening to all of my podcasts. Please help 🙂",04:56 PM,‎2012-03-13,implemented,436,70,7,https://community.spotify.com/t5/Implemented-Ideas/Podcasts-Please-Help-me-move-completely-off-of-iTunes/idi-p/21457?search-action-id=347302541109&search-result-uid=21457,True,Updated: 2015-09-16 Hey everyone. When we launched our new Now page we also introduced a growing library of videos and podcasts. Now marking this idea as 'Implemented'.       ,Hey
284,implemented,Shuffle all music on mobile device,patglennon,"Posted by user jayafink on the support side of things:[quote] Can you shuffle all of the playlists and tracks within on the Ipod Touch? I made lots of playlists by artist name, with hundreds of tracks in all of them. In spotify itself you can click on ""library"" under ""collection"" to shuffle all of it, but there is no ""collection"" or ""library"" buttons on the Ipod app. It seems you can only shuffle within a particular playlist and not all of them on the Ipod. Is that true or am I missing something? [/quote]I wholeheartedly concur. I am an album guy so I am alway creating offline available playlists for individual albums. But sometimes it's good to put all music in play randomly. Doesn't seem to be supported on the mobile version currently.Can we see this feature at some point?",08:44 PM,‎2012-03-12,implemented,417,80,8,https://community.spotify.com/t5/Implemented-Ideas/Shuffle-all-music-on-mobile-device/idi-p/20663?search-action-id=347302541109&search-result-uid=20663,True,"Updated: 2015-11-18 Hey everyone, with Your Music you can now shuffle all Songs on your mobile device.  Just go to Your Music > Songs > Shuffle. Enjoy!    ",Hey
285,implemented,[All Platforms] Spotify Lite Version,AdyMiles,"Please can you do a second simpler, less memory-hogging and bandwidth-hogging version of Spotify? i.e., Spotify Lite (I don't have a fast computer and even optimised I have big lag problems with other programs whilst Spotify is running.)",05:49 AM,‎2012-03-10,implemented,587,80,8,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Spotify-Lite-Version/idi-p/19021?search-action-id=347302541109&search-result-uid=19021,True,"Updated on 2019-07-09Hey folks,   We just wanted to give you a heads up that a lite version of the Spotify app has been released on Android.    You can check out more information about the app and its availability here.   Thanks for adding your vote to this idea!",2019-07-09Hey
286,implemented,[Last.fm] Scrobble Tracks played offline,deliveryboy555,Let's have Spotify locally save all mobile offline play history and write it to Last.fm scrobble list when you turn it back online. Even better - a Spotify play history on desktop and mobile applications that tracks all play history online or offline.,12:47 PM,‎2012-03-08,implemented,1201,240,24,https://community.spotify.com/t5/Implemented-Ideas/Last-fm-Scrobble-Tracks-played-offline/idi-p/18033?search-action-id=347302541109&search-result-uid=18033,True,"Updated on 2019-07-11Hey folks,    Sorry for the delay, looks like this one slipped through!    There was an update to Last FM last year which introduced offline scrobbling. The update also means scrobbling works on the Web Player and over devices on Connect. As mentioned by @hans-jürgen, you can check out the article from Last FM here.   Thanks!",2019-07-11Hey
287,implemented,Remote control.,manux,"Hello, It could be great to be able to remote control my computer Spotify app from the Spotify mobile device app. (iPhone un my case)",10:52 AM,‎2012-03-04,implemented,1464,140,14,https://community.spotify.com/t5/Implemented-Ideas/Remote-control/idi-p/15319?search-action-id=347302541109&search-result-uid=15319,True,"Now that Connect has officially been announced and started rolling out, I'll mark this as implemented.",Connect
288,implemented,Volume normalization for mobile devices.,Hamcheese,It sucks to have my ears blown out when I'm in the middle of riding my bike...,04:35 PM,‎2012-03-01,implemented,253,90,9,https://community.spotify.com/t5/Implemented-Ideas/Volume-normalization-for-mobile-devices/idi-p/13337?search-action-id=347302541109&search-result-uid=13337,True,"Updated on 2017-11-10Hey folks, you should all see an ""Enable Audio Normalization"" option under your Playback settings in the Android and iOS Spotify apps. Thanks for giving us your feedback here!",2017-11-10Hey
289,implemented,Picture on Profile,Holly_A,I would like to suugest the option of adding our own pictures or avitars WITHOUT linking it to our Facebook accounts. I know there are some of us that were fortunate enough to get Spotify before it linked with Facebook and I would love to add my picture on the account page.,06:53 PM,‎2012-02-28,implemented,6887,1400,140,https://community.spotify.com/t5/Implemented-Ideas/Picture-on-Profile/idi-p/11523?search-action-id=347302541109&search-result-uid=11523,True,Updated: 2016-10-20We’re excited to finally share that you can now upload your own profile picture on Desktop. Uploading via iOS and Android to follow. The feature is slowly rolling out so if you don’t have it yet check back soon. Thanks for the feedback. Enjoy!,excited
290,implemented,Clear play queue,TomR,"I have to restart my spotify when I accendently start a song from a search instead of adding it to the queue (happens often to me), would be lovely if there would be a clear button for all the songs added to the queue by spotify it self.",03:15 PM,‎2012-02-28,implemented,1083,440,44,https://community.spotify.com/t5/Implemented-Ideas/Clear-play-queue/idi-p/11243?search-action-id=347302541109&search-result-uid=11243,True,"Updated: 2020-12-17   We're happy to announce that we have implemented the Clear queue feature on our mobile app as well.   Just open the queue and you should see the Clear all button at the top      Updated: 2017-01-16 Hey folks, you can now find a 'CLEAR' button on the Play Queue in your Spotify Desktop app.  If using Spotify on your mobile device you can check the songs in 'Up Next' and then select 'REMOVE'.   Thanks for your feedback everyone!   ",We're
291,implemented,Ability to Delete Radio Stations,Jon_R,"Why are you guys starting us out with Radio stations that you pick for us. Why can't we have no stations and then decide on genre or artists ourselves. Now I'm stuck with a David Guetta station and I don't even know who he is. Also why can't we get a like or dislike button for the songs that come up in the radio station. Skipping a song doesn't mean we don't like it, maybe we are just not in the mood to listen to it at that time.",08:28 PM,‎2012-02-27,implemented,3573,930,93,https://community.spotify.com/t5/Implemented-Ideas/Ability-to-Delete-Radio-Stations/idi-p/10639?search-action-id=347302541109&search-result-uid=10639,True,"2014-04-25 Hey everyone. We're back again! And we're excited to announce this idea status is now ""Implemented"". Now you can delete radio stations on desktop, web, iPhone, and Android. Thanks for your feedback everyone! We're excited to give you this feature based on your support for this idea.",everyone.
292,implemented,ROKU with Spotify?,iambigd,"New to the forums but not new to Spotify. Recently I was at my brothers house and he had his Roku fired up with Mog and I have to say it was awesome! I argued the Mog vs Spotify with him for about an hour and it was a stalemate however the Roku argument he won hands down. I have looked through the forums briefly and have onyl found a few larthargic ways to add Spotify to the Roku. I have read on some user groups that Spotify has plans to build an app for the Roku but they don't have a date or time frame. Does Spotify have an official announcement to bring there service to the Roku? I would like to know, if not I am seriously considering a switch. I use my Roku with Pandora (which I can't stand) and to be able to use my playlists via the Roku would be the kicker that I believe would put Spotify over Mog and best of all I can tell my brother to shup up. Thanks Dennis",09:07 PM,‎2012-02-24,implemented,229,130,13,https://community.spotify.com/t5/Implemented-Ideas/ROKU-with-Spotify/idi-p/7859?search-action-id=347302541109&search-result-uid=7859,True,"  Hello folks, good news!!   This is implemented now!   Check out more info here    Enjoy it!",good
293,implemented,[Music] Stop Playback after a Track,Styrke,"I hate to stop the music in the middle of a track, so i would love some way to make Spotify stop playback after the current track. Right now I can simulate the desired behaviour by right-clicking an empty playlist, (that i have created for this purpose only) and selecting ""Choose as Current Playlist"" and making sure that the play queue is empty. While this is a nice workaround, I think that it would make sense to include a real ""Stop Playback After Current Track""-function in Spotify. Update (2015-02-01): The previously suggested workaround doesn't even work any more as Rapti has pointed out in a comment. At one point it could even make Spotify crash completely. I would like to point out that a saner, more flexible queuing system could allow even finer control over when to stop playing. Thus people who like this idea might also like: Make entire play queue editable (I have added my own comment to that idea about how Google Play Music seems to work)",07:51 PM,‎2012-02-24,implemented,982,170,17,https://community.spotify.com/t5/Implemented-Ideas/Music-Stop-Playback-after-a-Track/idi-p/7451?search-action-id=347302541109&search-result-uid=7451,True,"Updated on 2021-07-19 Hey folks,     Thanks for coming to the Spotify Idea Exchange and voting to make this happen.     We're happy to announce that this function is now available on mobile devices via the Sleep Timer feature. It can be activated through the moon icon directly in the Now Playing View of podcasts, or through the three dot menu in the Now Playing view of songs.    Once again, thanks for helping us make Spotify better, by participating here on the Community. ",2021-07-19
294,implemented,Gapless playback on mobile devices,dbfreedom,"Good news that the desktop Spotify no longer has artificial gaps between songs, but could this also be implemented on mobile, please?",01:40 PM,‎2012-02-23,implemented,190,10,1,https://community.spotify.com/t5/Implemented-Ideas/Gapless-playback-on-mobile-devices/idi-p/6345?search-action-id=347302541109&search-result-uid=6345,True,"  Since we first launched the gapless playback feature in desktop, we've been planning to implement this for mobile devices. Due to the feedback from everyone, our Android team has worked hard to ensure this feature was built into the release in Google Play this week. You can find the feature in your device Settings. Enjoy 🙂",first
295,implemented,Make entire play queue editable,Dommedagsprofet,"There's currently two queues in Spotify: The editable queue. (""Queued tracks"")The locked queue. (""Next tracks"")If you press the queue button with tracks in both lists, you can see that these two queues follow each other. The editable queue always plays first. The problem is having a locked queue at all. You can't empty it without interrupting playback, and you'll have to use a workaround to do so. You can't reorder it or add or delete songs. After finishing the editable queue, Spotify always continues playback from the locked queue. The workaround is starting playback at the very last item on a page. The locked queue will then have no further items. Then you can continue by purely using the queue right-click function instead of double-click or enter. This adds items to the editable queue. These tracks can then be reordered and deleted as you wish. This UI behaviour is, however, not very user-friendly and quite frankly really annoying. It's also very unconventional having two queues in a music player. I've never seen any other software using either a dual-queue system or a locked queue system. Here's a good implementation suggestion from user Styrke: ----Google Play Music's queue system is really easy to understand and use. Just do what they do. I can describe it by three (3) easy bullets: Double clicking a song starts playing it and adds the rest of the list that the song came from to the queue. (The queue gets overwritten)Right click one or more songs to add them to the top (""play next"") or the bottom (""add to queue"") of the queue.Everything in the queue can be removed or rearranged by drag-and-drop---- EDIT: I updated the terminology to match the new Spotify. Items are no longer yellow and white, but are now under separate headings and in the same color instead.",12:02 PM,‎2012-02-21,implemented,945,250,25,https://community.spotify.com/t5/Implemented-Ideas/Make-entire-play-queue-editable/idi-p/4929?search-action-id=347302541109&search-result-uid=4929,True,"Updated: 2016-12-16Hey everyone, now you can edit your Play Queue on your Desktop, Android and iOS device. You can add songs to 'Up Next', remove songs and clear the queue. Thanks for continuing to bring us great ideas!","everyone,"
296,implemented,Add Equalizer in Spotify,spotifyfan,"For ipod touch there is a huge need for eq because Spotify bypasses the regular Apple Sound Settings. I use high end headphones but need to be able to fintune the settings so I can enjoy my music and tech equally.So please, please make an EQ for the spotify app",05:05 PM,‎2012-02-19,implemented,5461,660,66,https://community.spotify.com/t5/Implemented-Ideas/Add-Equalizer-in-Spotify/idi-p/4249?search-action-id=347302541109&search-result-uid=4249,True,"Updated: 2015-09-17 Spotify now lets you enjoy music audio the way you want to hear it with the launch of our in-app equalizer on the iPhone and iPad. Simply update the latest version of the Spotify iOS app and go to Settings > Playback > Equalizer to access the new feature. If you're one of our Android friends, we already have a native equalizer which you can access inside the app under Audio Effects in the Settings.  If you'd like to see an equalizer on desktop you can give kudos to this ""Equalizer for the Desktop Version"" idea. Thanks! ",Spotify
297,implemented,[All Platforms] Explicit Filter,sekuether21,"Add a button that controls whether Explicit songs are played or not. When it is off and you're listening to an album or playlist, the explicit songs are skipped. That way you can still listen to your favorite album or playlist when more impressionable members of the family (kids / parents) are around.",04:32 PM,‎2012-02-18,implemented,13291,4400,440,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Explicit-Filter/idi-p/3869?search-action-id=347302541109&search-result-uid=3869,True,"Updated on 2018-12-06Hey folks! It's great to hear music as the artist intended it to be heard, this means Spotify can sometimes include explicit content.   We recommend looking out for the EXPLICIT tag on any releases (E on the web player).Note: Our explicit content tags are applied based on information we receive from rights-holders. This means we can’t guarantee all explicit content is marked as such.  It's also now possible to use the Explicit content filter on mobile and tablet devices (more devices coming soon!). Right now, the setting is only for the individual account and device. If you do apply the setting on your phone, it doesn't filter explicit content for the same account on the desktop app. It also doesn’t apply if you use Spotify Connect to play to another device. For more information on this, check out this support article.We'll keep you up-to-date if there's anything else to share! Thanks",2018-12-06Hey
298,implemented,[Partnerships] Apple TV Support,muffin16,"I think there should be a Spotify feature for the Apple TV, similar to the Netflix App which is available. As currently, the only way Spotify can be played on the Apple TV is through AirPlay which requires an iPod Touch/iPhone.",09:30 PM,‎2012-02-17,implemented,10031,1290,129,https://community.spotify.com/t5/Implemented-Ideas/Partnerships-Apple-TV-Support/idi-p/3629?search-action-id=347302541109&search-result-uid=3629,True,"Updated on 2019-10-07Hey,   With our new Spotify app for Apple TV, you can now access Spotify’s 50 million tracks directly from your TV, making Spotify the natural audio destination across your many devices.   This long-requested feature follows our other apps on TV platforms including Android TV, Samsung Tizen, Amazon Fire TV and Roku.   We’re excited to bring this app to Apple TV and will continue to innovate and enhance the app—there’s plenty more in the works.","2019-10-07Hey,"
299,implemented,Show original year of album release,incandenza,"I'd like to be able to see the date an album was originally released, even if the current version is a re-release. So many albums are re-released that for some artists it looks like all of their albums came out in the last few years, even though some of them may actually be a decade old or older. When this happens, I wind up just having to go to Wikipedia or Allmusic to find out the real info. But why drive me away from the Spotify experience?",10:23 AM,‎2012-02-16,implemented,2358,230,23,https://community.spotify.com/t5/Implemented-Ideas/Show-original-year-of-album-release/idi-p/2803?search-action-id=347302541109&search-result-uid=2803,True,"We're excited to announce that we've managed to implement this idea. Recently, our content team has made some improvements to the way we validate and interpret content from rights holders. We've updated nearly 50,000 albums already! You may notice some remaining content not showing accurate original release year and we're working on improving this content in the coming months. Thanks for the feedback and enjoy the music.",to
300,implemented,Full screen artwork (for those late nite jams),MandaGee,"So.... it's Friday night, your friends are round, you've sorted your music for the night by queuing a shedload of music.... now we're on 'Play Queue' and I'm stuck looking at the interface - boring! It's time for some atmosphere - no need for fancy visualisers, just give me a 'full screen' option on the artwork for the current song! Maybe we could even flip it over and read the back cover & credits too!! Just like the old vinyl days.....",09:42 PM,‎2012-02-15,implemented,1221,220,22,https://community.spotify.com/t5/Implemented-Ideas/Full-screen-artwork-for-those-late-nite-jams/idi-p/2645?search-action-id=347302722552&search-result-uid=2645,True,"Updated on 2017-08-24Hey @MandaGee this has now been implemented on our Desktop app. If you click on the full screen icon to the right side of the Play Bar, you'll get the artwork in full screen. Enjoy! ",2017-08-24Hey
301,implemented,Discount Family Subscriptions!,djbyron,Before I made the switch from Rdio to Spotify they (Rdio) came up with a pricing model that allowed families to purchase a slightly discounted subscription. $9.99 for single unlimited user$17.99 for 2 family members (20% discount)$22.99 for 3 family members (50% discount) Would love to see a similar pricing model so the rest of the family could get in on the action!,04:06 PM,‎2012-02-15,implemented,3834,550,55,https://community.spotify.com/t5/Implemented-Ideas/Discount-Family-Subscriptions/idi-p/2275?search-action-id=347302722552&search-result-uid=2275,True,"Updated: 2015-04-23 Hey folks! We've introduced Spotify Family. With Premium for Family, you and up to 5 members of the same household can each enjoy their own Premium account. All for one discounted price of $14.99. Thanks for your kudos in the Community--we want your feedback.",Hey
302,implemented,Subscribe to Artists,chopztix,"I know for a fact that myself and a lot of people I know would love a feature that lets you subscribe to an artist or a group, immediately letting one know when a new album/track has been released.",04:04 PM,‎2012-02-15,implemented,1501,150,15,https://community.spotify.com/t5/Implemented-Ideas/Subscribe-to-Artists/idi-p/2265?search-action-id=347302722552&search-result-uid=2265,True,"  We're happy to announce that you are able now to follow artists in Spotify! Just go to an artist's page in Spotify and click ""follow"" under the artists name at the top of the page. You'll receive a notification update in Spotify when tracks are added to the artists profile. Read more about it here: http://community.spotify.com/t5/Spotify-Announcements/Introducing-great-new-ways-to-discover-music/t... Enjoy!",to
303,implemented,Display total historical plays,arelol,"On the top listened to songs for me spotify should show how many times you've listened to that song, like itunes e.g. does.",03:59 PM,‎2012-02-15,implemented,363,100,10,https://community.spotify.com/t5/Implemented-Ideas/Display-total-historical-plays/idi-p/2229?search-action-id=347302722552&search-result-uid=2229,True,"  We're happy to announce that we've started rolling out play counts on top tracks in Spotify. Now you can check out how many total, global plays a top track has in Spotify. Right now, play counts are only available on top tracks in the desktop version but we plan to make play counts available on other platforms soon. Enjoy!",to
304,implemented,Spotify for browsers,djazz,"From this getsatisfaction thread: https://getsatisfaction.com/spotify/topics/please_make_browser_based_spotifyAndres (Employee) over 3 years ago:""We have no plans to make a browser based version, we feel we can provide a much better product with an app and offer features which wouldn't be possible via a web browser.""Today, webapps are the most spread apps, as they work the same across devices (cross platform).Three years ago, it would be difficult to build Spotify for browsers, because it would require APIs that you could not simply access from JavaScript. Today, with HTML5, APIs exists for:Bi-directional secure (TLS) WebSockets with UTF8 or binary Native audio playbackA whole new types of input types such as ""search"" and ""range""2D Canvas Context for advanced dynamic drawing of 2D elements (lines, gradients, text, images, shapes, raw pixels)Realtime audio processing/analysis with the Web Audio APISandboxed FileSystem access (e.g. for offline playlists, local settings)Application Cache for offline usage of the appDrag & Drop API (e.g. for dragging tracks to playlists)History API for sessions and bookmarkingBinary data: Typed arrays/ArrayBuffer, Blobs and File API (for reading files, writing files)!XHR2: Binary data with Ajax/XHR requestsWebWorkers, multithreaded JavaScriptCSS3: Keyframe animations, smooth transitions, shadows, custom fonts, new selectors.PeerConnection API for Peer-To-Peer connections!!Today, Google Chrome (the world's second largest browser) got all of these APIs and more (except WebRTC, but it's in the dev build, so it will soon be here too). Chrome even have it's own built-in appstore (Chrome Web Store) where users can install extension/apps, without having to restart their browser. Another approach to get Spotify to the web is to use Native Client (NaCl) to compile C/C++ code for the web. An example is the game Bastion that was compiled with NaCl to run in Chrome.This would be the easiest way for the Spotify developers, as they only had to tweak their code very little to make it compile with NaCl. ( Offtopic: I made a chrome extension for Spotify, which convert spotify links to links with mouseover info, for example image of the album, artist name, title of track, popularity. Get it HERE. Thank you :] )",04:09 PM,‎2012-02-14,implemented,171,80,8,https://community.spotify.com/t5/Implemented-Ideas/Spotify-for-browsers/idi-p/1583?search-action-id=347302722552&search-result-uid=1583,True,"  Hello folks! Now you can try our brand new web player at spotify.com  The web player will be a bonus if you can’t - or don’t want to - download our app. So whether you’re at the office, or round at a friend’s house, simply log in to your account and hit play. You can play the entire Spotify catalogue directly from any supported web browser. Chrome, Firefox, Safari and Internet Explorer are all included. The web player is available to all users, whether you’re Free, Unlimited or Premium. Enjoy it!",Now
305,implemented,Outbox,Garywoo,"With all the social sending music features on spotify, an outbox to track what music I've sent and to who, would be a huge help. I'm always thinking how much a friend would love a song and then sending it to them, only to have them tell me, I have already sent them the song in the past. Having a tracker on the outbox would also be useful, to see if they have listened to the song. Perhaps having a feature of a notification if you try to send the same song to a friend twice or another message if they have heard the song in the past, even if you have never sent them it before. The outbox request has been active on the old GetSatisfaction forum for over a year, so I think it's about time it got some serious attention on these new forums. Thanks.",03:42 PM,‎2012-02-14,implemented,877,110,11,https://community.spotify.com/t5/Implemented-Ideas/Outbox/idi-p/1571?search-action-id=347302722552&search-result-uid=1571,False,,
