,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,lang
529,live,[Your Library] Order/sort albums by release date/year,Suikkari,"Now that the original release year should be available please add an option to the new album view to use it for sorting. there could be options for at least: ""SORTED BY ARTIST / YEAR"" ""SORTED BY ARTIST / TITLE"" ""SORTED BY YEAR"" There could be some kind of subtle separator where the artist changes when listing the album covers. Also the release year should be shown in the album images.",01:06 PM,‎2014-04-11,,1567,200,20,https://community.spotify.com/t5/Live-Ideas/Your-Library-Order-sort-albums-by-release-date-year/idi-p/744893,en
530,live,"Comments in songs, albums and podcasts",juanvelezz,"Hello Spotify! My name is Juan Vélez and I would like to suggest the idea of adding a comment section on songs, albums and podcasts. The spotify community should be able to share their opinion and thoughts on all type of reproductions on the app. That way songwriters and artists can be in touch with what their audience wants and likes, improving the streaming experience. The comment section should have a censor for negative or bad comments. This idea can bring listeners together and creates a space for everyone to share how they feel about the music they love.",10:39 PM,‎2023-02-18,,67,20,2,https://community.spotify.com/t5/Live-Ideas/Comments-in-songs-albums-and-podcasts/idi-p/5507759,en
531,live,"[Mobile] Please bring back the old group session. ""Play from same device""",tgerhardt1,"The old group session, ""play from same device option"" has been removed and it has saddened many people. It seems the only group session option is now remote group sessions, where the music is played on each individual device. This group session, ""play from same device"" feature was personally one of my favorite features of Spotify. When it was first introduced, I quite literally showed all of my friends to use it. I understand it was in beta, but this feature was used by many people, quite literally all the time. We know this feature did not work perfectly, but we would use it regardless of the tiny flaws, it was honestly my favorite thing about Spotify. Whenever I, or any group, would have friends over, I would always offer to start a group session so that everyone could contribute to the music being played. Having this option, friends could seamlessly contribute to the music being played so that one person would not selfishly play music the entire time. It was so fun having everyone able to contribute, without having to hand over the one single phone to everyone that was connected to the device, just to add a few songs to the queue. Having someone scan a code and then instantly able to add songs to the queue was a perfect idea for hanging out with friends, in person. It appears with the new update, there is only an option for remote group sessions where the music is played on each individual device, I'm asking to consider bringing back the ""play from same device."" To recap, this feature allowed people to share music during in-person hang sessions, and from the people I had introduced to it, all found it to be one of the most fun features of Spotify. So, dear Spotify, please bring back this feature! Thanks,Troy and many others!!",03:13 PM,‎2022-02-12,,1078,110,11,https://community.spotify.com/t5/Live-Ideas/Mobile-Please-bring-back-the-old-group-session-quot-Play-from/idi-p/5342179,en
532,live,[Mobile] Navigate to Featured artist’s page,elviskurian,"Easily navigate to a featured artist’s page. Example: Get it together by Drake feat Black Coffee and Jorja Smith. If you go to the album, play the track and click on either the artist’s name or ‘3 dots’ > ‘View Artist’, the app will only take you to Drake’s page. The app should provide the option to select one of the 3 artists featured instead. I understand that this feature exists if you navigate from an album or playlist but it doesn’t appear when you’re playing the track itself.",06:43 PM,‎2023-02-08,,3,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Navigate-to-Featured-artist-s-page/idi-p/5502049,en
533,live,"Spotify & ""Song Radio"" is Essentially Just an Echo Chamber & Doesn't Breed Discovery",cawul,"This hasn't always been the case, and I don't know if this has to do with the amount of time I've had my Spotify account or if something about the algorithm has drastically changed - but whenever I start a radio based off a song or artist (which is with the intention to find a NEW artist or NEW music that is related to the song/artist I'm starting the radio off of) it just creates essentially a playlist of music I've been listening to - and not even within the same genre off the song. I've realized that I haven't found any new artists or any new music, and just continuously listen to the same things over and over again which is quite depressing. The point of the song radio or at least how I use it is to discover new artists that are in the same realm of the artist I'm listening to, and I think you all at Spotify are putting everyone - artist AND listener - at a huge detrimental disadvantage by having it go that way because then there is no discovery for new artists and there is no way for listeners to get into new music without scouring the platform instead of giving good recommendations based off your algorithm. More than anything I want to be able to discover new artists based off song radio, not just hear the same songs I've been listening to. If I wanted to listen to those songs, I would just continue to listen to them. Especially since maybe when I start a song radio off something that is midwest-emo/indie, it'll still play hyperpop/rap in the same playlist which are two completely different genre's and moods.",04:01 PM,‎2021-03-18,,2709,160,16,https://community.spotify.com/t5/Live-Ideas/Spotify-amp-quot-Song-Radio-quot-is-Essentially-Just-an-Echo/idi-p/5170824,en
534,live,[Music] Tag Music,user-removed,"It'd be awesome to be able to add my own tags to all of my songs in playlists, so I can easily and specifically sort my songs how I like. Should be a pretty simple tool to implement. Thanks",01:35 AM,‎2012-05-07,,1751,310,31,https://community.spotify.com/t5/Live-Ideas/Music-Tag-Music/idi-p/57185,en
535,live,[Playlists] Option to skip songs added by user in shared playlist.,dingodance,"I am in a large shared playlist with my lifelong friends. And in this playlist is a certain friend with questionable taste in music. Without fail, I end up skipping songs only to see that they were all added by this one friend. Sure, I can hit the skip button, but the 15 seconds before I skip will often totally kill the vibe of the previous songs. It would be great for users of a shared playlist to be able to ""skip songs added by this user."" Or, at the very least, to be able to select individual songs within the playlist and choose to auto skip them from playing.",11:47 PM,‎2023-03-15,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Playlists-Option-to-skip-songs-added-by-user-in-shared-playlist/idi-p/5521396,en
536,live,[Playlists] Shortcut to add a song to the current playlist when using Smart Shuffle,Loski1,"I just tried the Smart Shuffle feature for the first time on one of my playlists and I LOVE IT! The recommended songs were perfect, I pretty much ended up adding all of them into the playlist. But this would be WAY better if instead of the heart icon to like the song, you guys created a new icon to replace it specifically for Smart Shuffle only where if a recommended song comes up and the person likes it, they can click to add it directly into the current playlist they’re listening too.",03:38 AM,‎2023-02-19,,2,10,1,https://community.spotify.com/t5/Live-Ideas/Playlists-Shortcut-to-add-a-song-to-the-current-playlist-when/idi-p/5507836,en
537,live,Crossfade next song,Alvaroxii,"Hi I want to ask for a feature for the app, when I press ""next song button"" I want to crossfade the next song. I mean fade out the song that is actually playing and fade in the next song. Exact the same option ""crossfade"" but every time that I change the song. I hope you can do it. Thanks. Greetings from Argentina.",04:35 PM,‎2023-03-15,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Crossfade-next-song/idi-p/5521189,en
538,live,[Mobile][Other] Volume Intervals,colecody27,"Idea This idea would implement functionality to assist with workouts or other tasks that require keeping track of time intervals. This would allow the user to create one or more intervals that alternate the volume between high and low after a specified period of time. Both volumes and durations will be set by the user. This would prevent the user from having to utilize an additional application that uses an obnoxious noise which could break user concentration or interrupt the flow of music, or continuously referencing a clock or timer. This functionality not only assist with the time intervals but would also provide users with an increase in volume when they are in need of ""extra motivation"" for instance. For example: Take for instance, running intervals on a treadmill. This user wants to run for 1 minute and walk for 2 minutes for a total of 30 minutes. The user would create an interval with a ""high"" and ""low"" volume. Let's say low is set to 25%, high is set to 50%. The user would then input the duration for both volumes which in this case will be: low set to 2 minutes, high set to 1 minutes. Once the user begins their music, this interval will begin, alternating between the two defined volumes notifying the user when to walk and run until the end of the 30 minutes.",11:37 PM,‎2023-03-14,,2,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Other-Volume-Intervals/idi-p/5520732,en
539,live,Exclude Audiobooks from Spotify Wrapped Album Charts,kikibeh,"Currently in every years Spotify Wrapped audiobooks the user listens to throughout the year are included into the album/artist charts which sum up who you listened most to and which album. However, this always messes up my stats because often times one audiobook will pop up, In my opinion, audiobooks should not be included there, becuase this is not music. Clearly if you will listen to a whole audiobooks its time consuming and therefore most definitley exceed your real music stats. This is sad and always cracks me up at the end of the year because I will never truly know which artist/album truly would have taken the audiobooks place...I, therefore, suggets to either exclude audiobooks (through their category) fully from spotify wrapped or do an additional wrapped page only for audiobooks like the podcasts one. I hope I am not the only one bothered about this, and maybe spotify will be able to fix this by the end of this year. I would be really happy 🙂",06:34 PM,‎2023-03-14,,6,10,1,https://community.spotify.com/t5/Live-Ideas/Exclude-Audiobooks-from-Spotify-Wrapped-Album-Charts/idi-p/5520552,en
540,live,[iOS] Allow users to turn off Auto-repeat for car bluetooth,derekontherocks,"Hello! I originally thought this was an issue with Autoplay, but after some testing it appears to be unrelated. When connecting to vehicle bluetooth, Spotify automatically turns on repeat for whatever I'm listening to (album or playlist). This is not how I want Spotify to behave, but there's no setting that allows me to change this behavior; I therefore have to manually turn repeat off, even though I'm not turning repeat on in the first place. In addition, this behavior persists when I disconnect from my car, meaning repeat automatically turning on affects my out-of-car listening experience as well.",04:50 PM,‎2023-03-14,,1,10,1,https://community.spotify.com/t5/Live-Ideas/iOS-Allow-users-to-turn-off-Auto-repeat-for-car-bluetooth/idi-p/5520499,en
541,live,[Android] Default output device,Heuveilander,Add an option to the Android app to set an output device (e.g. speaker) to default.,05:35 PM,‎2023-03-14,,2,10,1,https://community.spotify.com/t5/Live-Ideas/Android-Default-output-device/idi-p/5520517,en
542,live,[Desktop] Restore Organization options to Sidebar Desktop App,Thecak3isalie,"I strongly remember there being an easy button to reach in the toolbar in order to organize the library list in the sidebar of the desktop app.EX: Alphabetical OrderWhile using a smart phone or tablet this option is and has stayed available.iTunes, iHeart Radio, Pandora, Zune, and Amazon music all have this basic functionality available as it makes it simple and efficient to make your selection while also reading through your listening options to figure out what musical mood your in 🙂 Pretty Please add this functionality !(using the large window option for the library is messy and littered with too many icons, images, it's slow, and visually overwhelming to look at and make a decision)*But if other people prefer that method, I'm happy for them ! Best Wishes- Andrew",04:18 PM,‎2023-03-14,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Desktop-Restore-Organization-options-to-Sidebar-Desktop-App/idi-p/5520480,en
543,live,[Playlists] Play multiple selected Playlists,jeanjnx,"Sometimes I'm getting tired of listening to a specific playlist or style, so I want to listen to a mix of playlists. It would be great to have a function to select multiple playlists to play.",03:57 PM,‎2015-11-18,,913,170,17,https://community.spotify.com/t5/Live-Ideas/Playlists-Play-multiple-selected-Playlists/idi-p/1240798,en
544,live,[Amazon Echo] Enable saving songs to playlists via Alexa voice commands,shakeheartbreak,"Amazon Alexa is installed in millions upon millions of homes worldwide. And yet, the functionality available for it is sorely lacking compared to its implementation on Google Home and other ""smart"" speakers. Here's one example. Currently, it doesn't seem possible to save music to playlists via voice commands on Alexa. With Google, you can just say ""Add this song to my music"" and it'll immediately save it to your linked Spotify account. So can you add a simple voice command to your Alexa skill that will allow this? At the moment, users are having to rely on third party skills instead, such as: Song Keeper - https://www.amazon.co.uk/CAct-Song-Keeper-for-Spotify/dp/B079F69G67 Playlist Helper - https://www.amazon.co.uk/Civica-Playlist-Helper/dp/B08D6PM1YM/ref=sr_1_1?dchild=1&keywords=playlist+...",01:13 PM,‎2023-03-14,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Amazon-Echo-Enable-saving-songs-to-playlists-via-Alexa-voice/idi-p/5520368,en
545,live,[All Platforms][Other] Spotify Kids Amazon Appstore,acone06,The amazon fire we have is mainly used by our 6 year old daughter. She's got her own profile here so she's got related app for her she. Since Spotify Kids was just released it would be ideal to make it available in the Amazon AppStore,09:55 PM,‎2020-04-01,,791,80,8,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Other-Spotify-Kids-Amazon-Appstore/idi-p/4921208,en
546,live,[Playlists] Remove a song from a Blend and prevent similar songs,hmthws,"I had a suggestion for the new Spotify Blends that came out for Spotify. I really like this new feature and I think Spotify has done a really good job with it! However, I listen to a genre that my friends do not like. I noticed that a lot of music of that genre appeared in my Spotify Blends even though I have other music in common with my friends that could appear instead. Right now, the only option is to 'hide the song' but that only works to hide the song from your own device. Can we have a 'remove from playlist' option for songs that we don't like in the Blend? Removing the song should ideally be permanent, and should work on the entire playlist on all devices. Also, once we remove songs from the Blend, then can it prevent similar songs/songs of that genre from appearing again in the Blend? It would be even better if right after we remove a song, it is instantly replaced by a song that is different from it like it is learning from the feedback. Thanks!",04:42 PM,‎2021-06-01,,684,40,4,https://community.spotify.com/t5/Live-Ideas/Playlists-Remove-a-song-from-a-Blend-and-prevent-similar-songs/idi-p/5215722,en
547,live,[Mobile] Add / Delete multiple Songs at once,scottsummerfiel,I would like to have a checkbox system for adding/deleting multiple songs at once. It is very time consuming to do them individually.,05:54 PM,‎2014-12-20,,1884,220,22,https://community.spotify.com/t5/Live-Ideas/Mobile-Add-Delete-multiple-Songs-at-once/idi-p/1001523,en
548,live,"[Android]: Bring back ""Pin playlists to homescreen""",maffia-ric,"According to a discussion on https://community.spotify.com/t5/Your-Library/Move-playlists-to-Homescreen/td-p/5453989 it is ""currently not available"". Albums are possible to be pinned to the homescreen, but the support to do the same with playlists is removed recently Through this way I would like to request to add this functionality back to the android app",09:13 AM,‎2022-11-09,,1070,210,21,https://community.spotify.com/t5/Live-Ideas/Android-Bring-back-quot-Pin-playlists-to-homescreen-quot/idi-p/5455302,en
549,live,[Android] Option to queue item for download when not on WiFi,mikekyle,"When I'm away from home and a new podcast episode or album comes to my attention. I sometimes click the download button in the phone app. This just reminds me of my policy to not download when not connected to WiFi (and tells me how to change this.) possibly in addition to this, there should be an option to queue the item so that it will be downloaded later. I guess some kind of queue exists - eg. My discover weekly seems to wait until I have WiFi to download. Why not let us use that queue too! I use android but I guess this is likely to be the same with the apple app?",10:38 PM,‎2023-02-19,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Android-Option-to-queue-item-for-download-when-not-on-WiFi/idi-p/5508146,en
550,live,[Podcasts] Split out podcasts into separate app,pwilczynski,"There have been many posts about improving the UI for podcasts within the Spotify app. But the more reasonable architectural decision seems to be to use a separate app for podcasts / audiobooks. Trying to cram too much into the spotify music app is confusing; it bloats the experience and distracts the user. As an episodic medium with repeat consumption and curation, podcasts are just very different than traditional music. In particular, once I've decided to listen to a podcast, the likelihood of me wanting to listen to music is extremely low - podcast-specific search, prioritization and discovery is much worse when mixed up with musical content.",09:42 PM,‎2020-04-25,,800,40,4,https://community.spotify.com/t5/Live-Ideas/Podcasts-Split-out-podcasts-into-separate-app/idi-p/4938692,en
551,live,[iOS] Airplay 2 Support for iOS,Chrisbju,New idea for earlier closed ideas: Experiencing delay with Spotify when streaming to multiple Airplay 2 devices. Works with Apple Music,12:14 PM,‎2019-01-21,,1247,190,19,https://community.spotify.com/t5/Live-Ideas/iOS-Airplay-2-Support-for-iOS/idi-p/4659638,en
552,live,[Sonos][Partnership] Spotify and Sonos Voice Control (native),jz307,"Hello,Sonos released their own virtual assistant called Sonos Voice Control. The service is integrated with Apple Music, Amazon Music, and Sonos Radio, but not Spotify. Spotify is my families preferred platform, but I need this integration to work for some specific uses in my house. Please work with Sonos to connect Spotify to their assistant.",01:05 PM,‎2023-03-14,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Sonos-Partnership-Spotify-and-Sonos-Voice-Control-native/idi-p/5520363,en
553,live,[iOS][Other] Spotify Alarm on iOS,HarryBill,"I see that the new Google Clock app has a Spotify feature (alarm), and I thinks that’s super cool but, I have an iPhone therefore I can't use Google Clock so if you can also try to impliment this feature on IOS devices (IPhone,IPad,etc) than that would be great. Thank You",06:12 AM,‎2019-08-08,,1778,80,8,https://community.spotify.com/t5/Live-Ideas/iOS-Other-Spotify-Alarm-on-iOS/idi-p/4800146,en
554,live,[Connect] [Kids] Add Spotify Connect support for Spotify Kids,fergusyarrow,"When playing music through Spotify Kids, it is not possible to cast the music to a Google Chromecast audio device. This has lead to many conversations revolving around “but why can’t I put my dance party on the stereo”, and so we have to go back to the main Spotify app to get said dance party going and avert the tears 😀And with the kids stuck at home on account of school closures and lockdowns, there are a lot of dance parties happening. And they much prefer the app geared towards them than the regular app. Because the Spotify Connect feature is already implemented in the main Spotify app, it should be implemented also in the Spotify Kids app to have the same connectivity options.",07:57 PM,‎2020-04-16,,861,80,8,https://community.spotify.com/t5/Live-Ideas/Connect-Kids-Add-Spotify-Connect-support-for-Spotify-Kids/idi-p/4931508,en
555,live,[Mobile][Other] Collaboration Notifications,LasAnya,"So, I’m Anya and I have a great idea for Spotify. This would be for phones. Made in 2023 with an example from 2020.So, imagine you’re following two artists, say, Lady Gaga and Ariana Grande. They release a new album, song, or single together, say, Rain on Me. What if you got a push notification when they released that?“Two artists you follow, Lady Gaga and Ariana Grande, have released a new single together titled “Rain on Me (with Ariana Grande).” Tap to listen.”When you tap on the notification, it will send you to the new album/song/single.It could also be adapted to a link in an email if you would prefer it.thank you, and I hope this idea becomes implemented as I would love it! 😊",06:20 PM,‎2023-02-15,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Other-Collaboration-Notifications/idi-p/5505928,en
556,live,Enhanced songs list,Jason_Stephenson,"Make a playlist for the ""Enhanced Songs"" so I can listen to just those songs (and uncheck the ones I don't like). This would make my listening experience way more productive than listening to my entire Liked Songs list which has 500+ songs.",03:23 AM,‎2023-02-13,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Enhanced-songs-list/idi-p/5504394,en
557,live,[Desktop][Developer] add a like (heart) button to Macbook touch bar,milkshake_monster,"i like how the touchbar includes scrub, play/pause, and forward/back, but it would be literally perfect if there was a like (heart) button. it would be so much more efficient to tap the touchbar instead of switching back to the spotify window on my MacBook when I hear a good song and it would really complete the spotify/mac integration",01:20 AM,‎2023-02-18,,2,10,1,https://community.spotify.com/t5/Live-Ideas/Desktop-Developer-add-a-like-heart-button-to-Macbook-touch-bar/idi-p/5507341,en
558,live,[All Platforms] Option to have a true shuffle.,jonathanleyerle,"So I’ve been noticing more and more recently that Spotify’s default shuffle feature doesn’t fully shuffle your songs. It does some sort of grouping to try to get similar songs together based off of what I’m sure is dozens of factors. Every time I shuffle a playlist (the one I noticed this with the most is ~100 songs and 6 hours of mostly full albums) it will group the songs mostly or completely together by album/artist, and given the number of times I’ve re-shuffled and checked the order there’s no way it’s just a coincidence. They also generally seem to be in the same order as well. If I hit shuffle play on a playlist it’ll generally put the same artists at the beginning every time. With larger playlists of albums I am really not a fan of this shuffling method. If I have 6 hours of music on a playlist I will hardly ever have 6 hours to actually listen through the whole thing, but when I do listen to it I would like to hear all of the music on it equally, and not just the artist or two your algorithm likes to shuffle to first. Anyways, I’m a reasonable man, all I’m asking for is an option to have a true shuffle (take all songs in the list, put them in a random order, and once they’re all played reshuffle them and play them again). Make it premium only if you want. I don’t think you should scrap the current shuffle algorithm because it sucks. Looking at some of the suggestions on here it seems like some people lobbied hard to have it that way. Just add an option for a true shuffle for those of us that don’t care about potentially getting the same song twice in a row.",05:00 AM,‎2020-01-06,,1953,820,82,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Option-to-have-a-true-shuffle/idi-p/4880594,en
559,live,[Mobile] View & Shuffle all Tracks in Playlist Folders,volcanicglass,"The latest spotify for android update, as well as the newest iOS update, removed the ""shuffle all"" option for multiple playlists within a folder. I used this feature every day and it's my favorite spotify feature. Please bring it back!",12:18 AM,‎2017-03-08,,3622,1210,121,https://community.spotify.com/t5/Live-Ideas/Mobile-View-amp-Shuffle-all-Tracks-in-Playlist-Folders/idi-p/1603026,en
560,live,[Android] Lyrics at the front screen in Samsung flip phones,Mirimirimurmur,When you play a song you can see the lyrics at the little screen in samsung flip and while your busy you can look at it instead of opening your phone in the middle of doing something with dirty hands or when your hands are full I thought about this idea when I finished showering and put on my clothes but then I forgot the lyrics to a really great song but my hand were full so I wanted a way to keep my phone closed but still see the lyrics. And in the future maybe even make it a mini karaoke.,10:31 AM,‎2023-02-19,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Android-Lyrics-at-the-front-screen-in-Samsung-flip-phones/idi-p/5507946,en
561,live,[Desktop][Other] Picture-in-Picture for lyrics,uolcher,"Hi. Finally the lyrics arrived on Spotify. I’m really happy about this and now I think Spotify is really at the top of every music platform. But I wanted to propose something about the desktop app (PC & MAC) that miss. It would be great to put the possibility of having the lyrics in Picture-In-Picture, function already present on Musixmatch, platform with which you have the collaboration on the lyrics. I hope that the ideas will be taken into consideration",11:12 PM,‎2021-11-19,,221,40,4,https://community.spotify.com/t5/Live-Ideas/Desktop-Other-Picture-in-Picture-for-lyrics/idi-p/5299770,en
562,live,"[Your Music] Organize ""YOUR MUSIC"" by GENRE",shadoguardian,"I like the new update where you can save music into the ""YOUR MUSIC"" group where it sorts music by song, album, and artist. There should also be another filter. GENRE. I listen to all different genres but there are times when I want to listen to only one type of music.",01:28 PM,‎2014-04-10,,5366,620,62,https://community.spotify.com/t5/Live-Ideas/Your-Music-Organize-quot-YOUR-MUSIC-quot-by-GENRE/idi-p/741625,en
563,live,[All Platforms][Your Library] Change Folder Image,chalandra,"Hello, I recently found out about folders again on Spotify! It's such a great feature to organize my 50+ playlists that have either been made myself, made by others, or made by Spotify. Another great feature is changing the playlist picture on desktop! It gives me the creative freedom to spruce up my playlists in the best way; however, it is an eyesore on mobile. I believe that Spotify should implement a feature to let users modify folder pictures on desktop (Hopefully they will implement changing either on mobile...) along with playlist pictures. Yes, this idea has been submitted many times, but I hope that this time it can have enough kudos! Thank you for reading!",01:21 AM,‎2019-04-06,,2100,120,12,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Your-Library-Change-Folder-Image/idi-p/4720897,en
564,live,[Playlists] Public Playlist Folders,liayzabel,"Hi! I've seen this idea being thrown around before but often closed/inactive, so I thought I'd give it another go. (see here) The folders feature has been around for quite some time now, and I love the idea of being able to organise my playlists as I do have more than 80 saved (lol). However, having the folders public to followers would:1. improve the look of user profiles' playlist tab De-clutter the playlist tabs by being able to group/organise them2. help followers find playlists better and easierallows users to make more public playlists as it no longer gets lost in the public playlists taballows users to highlight their current/most popular playlists This often gets turned down due to lack of likes/votes, so make sure you show so we can finally grab Spotify team's attention and make folders go public! 🙂 Thanks:D",01:19 AM,‎2018-11-24,,533,70,7,https://community.spotify.com/t5/Live-Ideas/Playlists-Public-Playlist-Folders/idi-p/4615909,en
565,live,[All Platforms][Social] A 'Spotify soulmate' in Wrapped,AlexanderWho,"Since there is a Spotify Wrap at the end of the year there could also be a feature where you can see the user that was most similar to yourself over the whole course of the year, This could include their listening habits, music taste, favorite genre, favorite song etc... It could be interesting to see who, out of the hundreds of millions of Spotify listeners, is just like you. It could be a novelty that is added to the Spotify Wrap. Afterward, you can add them as a friend and share music in the future.",03:03 PM,‎2022-05-10,,1106,30,3,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Social-A-Spotify-soulmate-in-Wrapped/idi-p/5380169,en
566,live,[All Platforms][Playlists] Prevent the enhance function from adding previously removed songs,bobotash,"You can click the minus button (remove from playlist button) on a bunch of songs, yet the next day the enhanced playlist is full of songs you already removed. This is problematic since the enhance function eventually turns into a collection of songs the user has previously removed, which defeats the purpose of finding new songs.",04:23 PM,‎2023-02-04,,94,10,1,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Playlists-Prevent-the-enhance-function-from-adding/idi-p/5499991,en
567,live,[Playlists] See which playlists a song has already been added to,xclarra,"Sometimes I think of or hear a song and I want to add it to a certain playlist but I’m not sure if it’s already in there, or I just want to know what playlists it’s in (e.g. I accidentally added the song to the wrong playlist and want to take it out, but wasn't sure which one I accidentally clicked/pressed on). It would be nice to to have a feature where you can check which playlists of yours a song has been added to. I know that you there’s a notification if it’s a duplicate, but it would be more convenient if the song is in multiple playlists to just see all of them at once rather than getting that notification one by one for all of them, if that make sense. Edit: someone in the comments suggested having checkmarks next to the playlist names in the ""Add to playlist"" drop-down and that would be perfect!",11:51 PM,‎2020-03-23,,819,150,15,https://community.spotify.com/t5/Live-Ideas/Playlists-See-which-playlists-a-song-has-already-been-added-to/idi-p/4916302,en
568,live,"[All platforms][Your Library] ""Queue Album"" option on songs",BluOxygen,"When right clicking a song on PC or tapping the 3 dots on mobile, add a ""Queue Album"" button so I don't have to click ""View Album"" and then ""Queue""",08:48 AM,‎2023-02-19,,1,10,1,https://community.spotify.com/t5/Live-Ideas/All-platforms-Your-Library-quot-Queue-Album-quot-option-on-songs/idi-p/5507920,en
569,live,[Amazon Alexa] Swap Spotify accounts without changing Alexa account,rowets,"I have a Spotify Family account for myself and my wife I have an alexa unit in every room, every unit is using MY amazon account as all the lights and home automation can only be setup on one Amazon account I want to play Spotify in the room i’m in My wife wants to play her music in a different room Both myself and my wife also want to use the home automation whilst playing music, eg, turning on the lights This can be done using Apple music and Amazon music but Spotify require to swap to a different spotify account for the other person To swap to a different spotify account means changing the Alexa profile of the alexa device and then all the home automation no longer works from that device. Please can you allow both myself and my wife to play music in different rooms WITHOUT having to change the Amazon Alexa account It would be great if I could say ‘Alexa, play spotify from Trevors account’ and my wife could say in a different room, at the same time, ‘Alexa, play spotify from Jackie’s account’ This is not a duplicate of other suggestions, I’ve checked and anything close was raised before the ability to swap alexa accounts was implemented. Swapping alexa accounts is only a work around and is not a solution to this problem. Many people want this feature and your chat team said I should raise it here Here is a link to the forum, lots of people are leaving spotify because only spotify do not support this feature, you guys need to catch up https://community.spotify.com/t5/Premium-for-Family/FAMILY-AND-ECHO-ALEXA/m-p/4900618#M26242 From my research it seems there is talk about Spotify only has one concurrent music stream whereas Apple and Amazon music have multiple streams, but please can you improve on this, the thread above was started over 18 months ago, something should be done to improve on this issue Again, please don’t write this off as a duplicate and do nothing/say it relates to a 3rd party, people still want this feature Thanks Trevor Rowe 19/2/2021 Folks, just a quick update on this. Spotify say this The Community team talks with various other Spotify teams several times a month about ideas with over 500 votes (our criteria for being a top idea). It’s from these meetings that we apply one of the following statuses to each idea…. This idea has reached over 500 votes so I asked on chat for timescales/what will happen next and was told to keep an eye on this thread. That really sounded open ended! As the person on chat could only deal with app and account queries, I was told to also contact the support team to get action on this So as well as voting for this issue (please continue), Spotify need to keep up with Apple and Amazon and fix this issue - with your help we might just get this solved!",08:38 PM,‎2020-10-02,,930,220,22,https://community.spotify.com/t5/Live-Ideas/Amazon-Alexa-Swap-Spotify-accounts-without-changing-Alexa/idi-p/5045911,en
570,live,[Your Library] Sort local files by date added,karenremom,Would love to be able to sort my local files by recently added on my macbook.,03:20 PM,‎2023-02-17,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Your-Library-Sort-local-files-by-date-added/idi-p/5507072,en
571,live,[Mobile] Fans also like (expand on Mobile),lightsgoblack,"Hello, I would like to request the RETURN of a feature that used to exist. In the mobile version of Spotify, please add back the ability to 'Show/Expand All' in the 'Fans also like' section. It was very useful for music discovery purposes, but for some reason the new version of the app only allows/requires you to scroll horizontally, preventing the ability to easily screenshot a much larger selection of similar artists. Thanks in advance.",06:14 PM,‎2023-02-17,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Fans-also-like-expand-on-Mobile/idi-p/5507154,en
572,live,[Mobile] Custom background,THEZERT,It would be great if we can custom our background when we share a song through IG stories. Not only use color in given pallet but we can use our picture from our phone.,11:03 AM,‎2023-02-08,,69,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Custom-background/idi-p/5501803,en
573,live,Apple CarPlay Main/Home,msamuel4,"The main screen of Spotify in Apple CarPlay displays/suggests a lot of podcasts/songs/artists that people may not be interested in. The main screen would be better served showing Recently Played, user created playlists, Spotify created playlists specifically for the user, artists similar to artists recently listened to, etc. The current setup of the main screen is unsafe. Because the media displayed is of no interest, I pick up my phone to navigate what I want to listen to. This contradicts the purpose of Apple CarPlay which is suppose to support the driving experience; not hinder it and make it unsafe.",01:13 PM,‎2023-01-26,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Apple-CarPlay-Main-Home/idi-p/5494730,en
574,live,[Mobile] Option to customize Your Daily Drive,caffdawg,"Just got a playlist called ""Your Daily Drive"". So far, it's great because it mixes in news-like podcast snippets inbetween suggested songs. However, it'd be great to mark a podcast as 'do not play again' or 'dislike' so it doesn't show up or similar podcasts don't appear. It would also like to love/like songs that appear, as well as the ability to complete skip a podcast if its something I'm less interested in. Podcast runs similar to normal podcast, but I feel that this is a different experience (and a catered one), we should have more freedom to skip/like/love/dislike to make this experience improve over time. Thank you!",06:47 PM,‎2019-06-19,,2040,230,23,https://community.spotify.com/t5/Live-Ideas/Mobile-Option-to-customize-Your-Daily-Drive/idi-p/4771299,en
